date,county,fips,population,cases,new_cases,new_cases_avg,new_cases_100k,new_cases_100k_avg,deaths,new_deaths,new_deaths_avg,new_tests,new_tests_avg,pos,pos_avg,inpatient_percent_occupied,icu_percent_occupied
2020-09-24,queen_annes,24035,49355,650,5,3.4285714285714284,10.130685847431872,6.946756009667569,26,0,0,109,135.57142857142858,0.055,0.0319,NA,NA
2020-09-24,somerset,24039,25737,252,1,2,3.885456735439251,7.770913470878502,4,0,0,48,109.42857142857143,0,0.033,NA,NA
2020-09-24,st_marys,24037,111531,1262,3,4.571428571428571,2.6898351131075664,4.098796362830577,57,0,0,735,366.85714285714283,0.0040999999999999995,0.0163,NA,NA
2020-09-24,talbot,24041,37211,549,6,4.142857142857143,16.12426433043992,11.13342060911328,6,0,0.14285714285714285,168,181,0.059500000000000004,0.0321,0.9365721997300946,1
2020-09-24,washington,24043,149811,1705,14,21.285714285714285,9.345108169627064,14.20837874769829,37,0,0.14285714285714285,470,592.1428571428571,0.0298,0.0438,0.931367810536491,0.75
2020-09-24,wicomico,24045,102172,1936,17,12.857142857142858,16.63860940375054,12.58382223813066,48,0,0,245,374.7142857142857,0.0776,0.0378,0.6180515759312321,0.38372093023255816
2020-09-24,worcester,24047,51564,1028,8,7.714285714285714,15.514700178419051,14.960603743475515,26,0,0,95,220.14285714285714,0.0842,0.0661,0.7413793103448276,0.575
2020-09-25,allegany,24001,71977,460,1,3,1.3893327035025076,4.167998110507523,22,0,0,465,396.2857142857143,0.0022,0.0174,0.9446386946386947,0.37142857142857144
2020-09-25,anne_arundel,24003,567696,9873,61,52.714285714285715,10.745187565175728,9.285653891217432,246,0,0.5714285714285714,1967,2005.7142857142858,0.0371,0.0329,0.8363747891427694,0.7503782148260213
2020-09-25,baltimore,24005,827625,17720,65,61.714285714285715,7.853798519861049,7.456793319955985,622,1,0.7142857142857143,3648,3292.4285714285716,0.0225,0.023,0.8678128202208814,0.779047619047619
2020-09-25,baltimore_city,24510,614700,15431,57,36.285714285714285,9.272816007808688,5.9029956540937505,486,2,1.2857142857142858,3922,3395.8571428571427,0.0176,0.016399999999999998,0.8188582340159346,0.7915221579961464
2020-09-25,calvert,24009,91082,933,5,4.571428571428571,5.489558859050087,5.01902524256008,28,0,0,303,211.42857142857142,0.0165,0.0232,0.8715415019762845,0.8113207547169812
2020-09-25,caroline,24011,32875,640,0,2.5714285714285716,0,7.821835958718088,6,0,0.2857142857142857,191,138.85714285714286,0.0052,0.0273,NA,NA
2020-09-25,carroll,24013,167522,1937,12,6.571428571428571,7.1632382612433,3.922725714490378,125,1,0.42857142857142855,878,597,0.0125,0.013999999999999999,0.8576893649579189,0.7
2020-09-25,cecil,24015,102517,1038,4,10,3.901791897929124,9.75447974482281,35,1,0.2857142857142857,202,216.42857142857142,0.019799999999999998,0.0467,0.6262254901960785,0.4942528735632184
2020-09-25,charles,24017,157671,2745,8,11.571428571428571,5.073856321073628,7.338970750124355,101,1,0.5714285714285714,504,471.85714285714283,0.0179,0.0292,0.7920685959271169,0.9016393442622951
2020-09-25,dorchester,24019,32261,587,5,4.285714285714286,15.49858962834382,13.284505395723274,10,0,0,297,162.14285714285714,0.0168,0.0345,NA,NA
2020-09-25,frederick,24021,248472,3995,20,20.571428571428573,8.049196690170321,8.279173738460901,131,0,0.2857142857142857,1237,1072.5714285714287,0.0202,0.022799999999999997,0.6151260504201681,0.6
2020-09-25,garrett,24023,29376,72,0,0.14285714285714285,0,0.486305633364457,1,0,0,72,101.57142857142857,0,4e-4,NA,NA
2020-09-25,harford,24025,251025,2986,23,12.285714285714286,9.162434020515885,4.894219414685503,76,0,0,993,775.2857142857143,0.0222,0.021099999999999997,0.8862559241706162,0.8494983277591974
2020-09-25,howard,24027,315327,5013,16,18.857142857142858,5.074097682723014,5.9801865546378385,123,0,0.5714285714285714,1877,1382,0.0181,0.0187,0.652317880794702,0.5133333333333333
2020-09-25,kent,24029,19593,300,0,1,0,5.103863624763946,24,0,0,116,95,0,0.0147,0.8088235294117647,NA
2020-09-25,montgomery,24031,1040133,22185,107,77.85714285714286,10.287145970755663,7.485306480723413,842,1,0.7142857142857143,4659,4053.285714285714,0.0273,0.0235,0.7803406084656085,0.5383700178465199
2020-09-25,prince_georges,24033,906202,28995,108,90.57142857142857,11.917872615597846,9.99461804006486,825,3,1.2857142857142858,4406,3538.714285714286,0.029300000000000003,0.0346,0.7149414734909342,0.6994740796393689
2020-09-25,queen_annes,24035,49355,652,2,3.142857142857143,4.052274338972748,6.367859675528605,26,0,0,178,123.28571428571429,0.0281,0.0337,NA,NA
2020-09-25,somerset,24039,25737,263,11,3.2857142857142856,42.74002408983176,12.76650070215754,4,0,0,274,122.71428571428571,0.051100000000000007,0.0388,NA,NA
2020-09-25,st_marys,24037,111531,1274,12,5,10.759340452430266,4.483058521845944,57,0,0,439,368.57142857142856,0.0273,0.0161,0.6931623931623931,0.4444444444444444
2020-09-25,talbot,24041,37211,551,2,3.857142857142857,5.374754776813307,10.365598498139951,6,0,0.14285714285714285,176,179.28571428571428,0.011399999999999999,0.0277,0.9648093841642228,0.9692307692307692
2020-09-25,washington,24043,149811,1720,15,18.714285714285715,10.012615896028997,12.491930308379034,37,0,0.14285714285714285,1269,691.5714285714286,0.0118,0.0356,0.9259433962264152,0.6625
2020-09-25,wicomico,24045,102172,1949,13,13.428571428571429,12.723642485221,13.143103226492022,48,0,0,470,380.85714285714283,0.0362,0.0385,0.6464183381088825,0.3953488372093023
2020-09-25,worcester,24047,51564,1040,12,9.285714285714286,23.27205026762858,18.00813413566497,26,0,0,237,218.71428571428572,0.0591,0.07339999999999999,0.8311111111111111,0.675
2020-09-26,allegany,24001,71977,461,1,2.5714285714285716,1.3893327035025076,3.572569809006448,22,0,0,1070,417.7142857142857,9e-4,0.0169,0.9446386946386947,0.37142857142857144
2020-09-26,anne_arundel,24003,567696,9933,60,53.42857142857143,10.569036949353174,9.411475759662112,247,1,0.42857142857142855,3030,2060.4285714285716,0.023799999999999998,0.0319,0.8363747891427694,0.7503782148260213
2020-09-26,baltimore,24005,827625,17782,62,59.57142857142857,7.491315511252076,7.19787688523529,622,0,0.7142857142857143,4159,3169.8571428571427,0.0178,0.0232,0.8678128202208814,0.779047619047619
2020-09-26,baltimore_city,24510,614700,15484,53,40,8.622092077436147,6.507239303725394,487,1,1.1428571428571428,3662,3180.1428571428573,0.018600000000000002,0.0176,0.8188582340159346,0.7915221579961464
2020-09-26,calvert,24009,91082,939,6,4.857142857142857,6.587470630860104,5.332714320220084,28,0,0,301,206.85714285714286,0.0199,0.024700000000000003,0.8715415019762845,0.8113207547169812
2020-09-26,caroline,24011,32875,644,4,1.7142857142857142,12.167300380228136,5.2145573058120585,7,1,0.42857142857142855,137,121.14285714285714,0.051100000000000007,0.0275,NA,NA
2020-09-26,carroll,24013,167522,1944,7,6.285714285714286,4.178555652391925,3.752172422556014,126,1,0.42857142857142855,830,588.2857142857143,0.013300000000000001,0.013999999999999999,0.8576893649579189,0.7
2020-09-26,cecil,24015,102517,1056,18,10.142857142857142,17.558063540681058,9.893829455463136,35,0,0.2857142857142857,503,222,0.0437,0.0472,0.6262254901960785,0.4942528735632184
2020-09-26,charles,24017,157671,2753,8,9.571428571428571,5.073856321073628,6.070506669855948,101,0,0.42857142857142855,478,450.7142857142857,0.018799999999999997,0.026099999999999998,0.7920685959271169,0.9016393442622951
2020-09-26,dorchester,24019,32261,592,5,3.4285714285714284,15.49858962834382,10.62760431657862,10,0,0,267,157.85714285714286,0.0262,0.030899999999999997,NA,NA
2020-09-26,frederick,24021,248472,4019,24,17.571428571428573,9.659036028204385,7.0717942349353535,131,0,0.2857142857142857,1430,1028.7142857142858,0.0203,0.0215,0.6151260504201681,0.6
2020-09-26,garrett,24023,29376,72,0,0,0,0,1,0,0,337,91.57142857142857,0,0,NA,NA
2020-09-26,harford,24025,251025,3008,22,13.285714285714286,8.764067323971716,5.292586111229673,76,0,0,983,762.5714285714286,0.0264,0.022799999999999997,0.8862559241706162,0.8494983277591974
2020-09-26,howard,24027,315327,5034,21,17.428571428571427,6.659753208573957,5.527142118680427,122,0,0.42857142857142855,1297,1311.4285714285713,0.019299999999999998,0.0181,0.652317880794702,0.5133333333333333
2020-09-26,kent,24029,19593,303,3,1.1428571428571428,15.31159087429184,5.832986999730224,24,0,0,175,99.57142857142857,0.0171,0.0147,0.8088235294117647,NA
2020-09-26,montgomery,24031,1040133,22275,90,73.57142857142857,8.652739601570183,7.073271261601023,844,2,1,5494,3888.285714285714,0.0195,0.023799999999999998,0.7803406084656085,0.5383700178465199
2020-09-26,prince_georges,24033,906202,29130,135,90.71428571428571,14.897340769497308,10.010382421831524,827,2,1.5714285714285714,4212,3467.1428571428573,0.046799999999999994,0.036699999999999997,0.7149414734909342,0.6994740796393689
2020-09-26,queen_annes,24035,49355,654,2,2.857142857142857,4.052274338972748,5.788963341389641,26,0,0,138,123.42857142857143,0.014499999999999999,0.0337,NA,NA
2020-09-26,somerset,24039,25737,272,9,4,34.96911061895326,15.541826941757003,4,0,0,384,149.28571428571428,0.0521,0.0434,NA,NA
2020-09-26,st_marys,24037,111531,1288,14,6,12.552563861168643,5.379670226215133,57,0,0,381,354.2857142857143,0.0341,0.0187,0.6931623931623931,0.4444444444444444
2020-09-26,talbot,24041,37211,555,4,3.857142857142857,10.749509553626615,10.365598498139951,6,0,0.14285714285714285,251,187.85714285714286,0.0159,0.027000000000000003,0.9648093841642228,0.9692307692307692
2020-09-26,washington,24043,149811,1770,50,20.428571428571427,33.37538632009665,13.636229267925204,37,0,0.14285714285714285,1180,676.4285714285714,0.0449,0.0379,0.9259433962264152,0.6625
2020-09-26,wicomico,24045,102172,1959,10,11.428571428571429,9.787417296323847,11.185619767227253,48,0,0,462,352.57142857142856,0.030299999999999997,0.0394,0.6464183381088825,0.3953488372093023
2020-09-26,worcester,24047,51564,1045,5,7.571428571428571,9.696687611511907,14.683555526003746,26,0,0,223,149.14285714285714,0.022400000000000003,0.073,0.8311111111111111,0.675
2020-09-27,allegany,24001,71977,463,2,2.7142857142857144,2.778665407005015,3.7710459095068063,22,0,0,958,496.2857142857143,0.0021,0.0168,0.9446386946386947,0.37142857142857144
2020-09-27,anne_arundel,24003,567696,9969,36,49.57142857142857,6.341422169611905,8.732037670060837,248,1,0.5714285714285714,2167,1970.7142857142858,0.0226,0.0313,0.8363747891427694,0.7503782148260213
2020-09-27,baltimore,24005,827625,17837,55,59.142857142857146,6.645521824497811,7.146093598291151,623,1,0.5714285714285714,4166,3126.285714285714,0.019,0.0236,0.8678128202208814,0.779047619047619
2020-09-27,baltimore_city,24510,614700,15525,41,42.714285714285715,6.669920286318529,6.9488019707639035,487,0,0.8571428571428571,4569,3297.285714285714,0.013999999999999999,0.0181,0.8188582340159346,0.7915221579961464
2020-09-27,calvert,24009,91082,942,3,5,3.293735315430052,5.489558859050087,28,0,0,227,197.28571428571428,0.022000000000000002,0.0263,0.8715415019762845,0.8113207547169812
2020-09-27,caroline,24011,32875,646,2,1.7142857142857142,6.083650190114068,5.2145573058120585,7,0,0.42857142857142855,199,131.57142857142858,0.020099999999999996,0.0258,NA,NA
2020-09-27,carroll,24013,167522,1948,4,5.571428571428571,2.3877460870811,3.3257891927201033,126,0,0.42857142857142855,604,559,0.0066,0.0123,0.8576893649579189,0.7
2020-09-27,cecil,24015,102517,1057,1,8.571428571428571,0.975447974482281,8.360982638419552,35,0,0.2857142857142857,156,211.42857142857142,0.0064,0.0407,0.6262254901960785,0.4942528735632184
2020-09-27,charles,24017,157671,2759,6,9.285714285714286,3.805392240805221,5.88929751553189,101,0,0.42857142857142855,596,463.14285714285717,0.011699999999999999,0.0242,0.7920685959271169,0.9016393442622951
2020-09-27,dorchester,24019,32261,593,1,3.142857142857143,3.099717925668764,9.7419706235304009,10,0,0,165,157.42857142857142,0.0121,0.029500000000000002,NA,NA
2020-09-27,frederick,24021,248472,4037,18,17.571428571428573,7.244277021153289,7.0717942349353535,131,0,0.2857142857142857,987,1009.8571428571429,0.0233,0.022099999999999998,0.6151260504201681,0.6
2020-09-27,garrett,24023,29376,74,2,0.2857142857142857,6.8082788671023975,0.972611266728914,1,0,0,238,105.57142857142857,0.0084,0.0012,NA,NA
2020-09-27,harford,24025,251025,3021,13,12.857142857142858,5.1787670550741955,5.1218575269964575,76,0,0,894,746.7142857142857,0.022400000000000003,0.023,0.8862559241706162,0.8494983277591974
2020-09-27,howard,24027,315327,5061,27,17.142857142857142,8.562539839595086,5.436533231488944,122,0,0.42857142857142855,1502,1319.7142857142858,0.022000000000000002,0.0183,0.652317880794702,0.5133333333333333
2020-09-27,kent,24029,19593,304,1,1.2857142857142858,5.103863624763946,6.562110374696502,24,0,0,49,78.14285714285714,0.0408,0.0206,0.8088235294117647,NA
2020-09-27,montgomery,24031,1040133,22360,85,78,8.172031845927396,7.499040988027493,844,0,0.8571428571428571,4571,3892.4285714285716,0.024300000000000002,0.025099999999999997,0.7803406084656085,0.5383700178465199
2020-09-27,prince_georges,24033,906202,29210,80,93.57142857142857,8.828053789331738,10.325670057164801,827,0,1.5714285714285714,4668,3527.4285714285716,0.0204,0.0366,0.7149414734909342,0.6994740796393689
2020-09-27,queen_annes,24035,49355,659,5,3.142857142857143,10.130685847431872,6.367859675528605,26,0,0,146,117.28571428571429,0.0479,0.0353,NA,NA
2020-09-27,somerset,24039,25737,276,4,4.571428571428571,15.541826941757003,17.762087933436575,5,1,0.14285714285714285,111,155.14285714285714,0.045,0.0507,NA,NA
2020-09-27,st_marys,24037,111531,1291,3,5.714285714285714,2.6898351131075664,5.123495453538221,57,0,0,325,357.85714285714283,0.0123,0.0176,0.6931623931623931,0.4444444444444444
2020-09-27,talbot,24041,37211,559,4,2.857142857142857,10.749509553626615,7.678221109733296,6,0,0.14285714285714285,313,175.14285714285714,0.016,0.024399999999999998,0.9648093841642228,0.9692307692307692
2020-09-27,washington,24043,149811,1787,17,20.142857142857142,11.347631348832863,13.44551277466751,37,0,0.14285714285714285,1170,745,0.018799999999999997,0.0362,0.9259433962264152,0.6625
2020-09-27,wicomico,24045,102172,1975,16,11.714285714285714,15.659867674118155,11.465260261407934,48,0,0,500,379.14285714285717,0.038,0.0371,0.6464183381088825,0.3953488372093023
2020-09-27,worcester,24047,51564,1050,5,7.857142857142857,9.696687611511907,15.237651960947282,27,1,0.14285714285714285,275,155.42857142857142,0.0218,0.0707,0.8311111111111111,0.675
2020-09-28,allegany,24001,71977,464,1,2.4285714285714284,1.3893327035025076,3.37409370850609,23,1,0.14285714285714285,165,497.85714285714283,0,0.013000000000000001,0.9446386946386947,0.37142857142857144
2020-09-28,anne_arundel,24003,567696,10027,58,50,10.216735717708069,8.807530791127645,248,0,0.5714285714285714,1991,2019.5714285714287,0.0321,0.030699999999999998,0.8363747891427694,0.7503782148260213
2020-09-28,baltimore,24005,827625,17902,65,59.42857142857143,7.853798519861049,7.180615789587244,626,3,1,2792,3187,0.028300000000000002,0.0233,0.8678128202208814,0.779047619047619
2020-09-28,baltimore_city,24510,614700,15582,57,46.142857142857146,9.272816007808688,7.506565339654651,487,0,0.7142857142857143,3453,3423,0.0226,0.018799999999999997,0.8188582340159346,0.7915221579961464
2020-09-28,calvert,24009,91082,950,8,5.285714285714286,8.783294174480138,5.8032479367100915,28,0,0,206,205.14285714285714,0.0437,0.026000000000000002,0.8715415019762845,0.8113207547169812
2020-09-28,caroline,24011,32875,652,6,2.2857142857142856,18.250950570342205,6.952743074416078,7,0,0.42857142857142855,114,137.85714285714286,0.0702,0.0317,NA,NA
2020-09-28,carroll,24013,167522,1952,4,5.714285714285714,2.3877460870811,3.4110658386872856,126,0,0.42857142857142855,489,565.4285714285714,0.008199999999999999,0.0116,0.8576893649579189,0.7
2020-09-28,cecil,24015,102517,1068,11,8.285714285714286,10.72992771930509,8.0822832171389,35,0,0.2857142857142857,445,252.71428571428572,0.024700000000000003,0.0315,0.6262254901960785,0.4942528735632184
2020-09-28,charles,24017,157671,2770,11,9.571428571428571,6.9765524414762385,6.070506669855948,101,0,0.2857142857142857,372,462,0.0349,0.0255,0.7920685959271169,0.9016393442622951
2020-09-28,dorchester,24019,32261,593,0,2.5714285714285716,0,7.970703237433964,10,0,0,86,153.14285714285714,0,0.0233,NA,NA
2020-09-28,frederick,24021,248472,4054,17,17,6.841817186644773,6.841817186644773,132,1,0.42857142857142855,596,1012.5714285714286,0.0336,0.0217,0.6151260504201681,0.6
2020-09-28,garrett,24023,29376,74,0,0.2857142857142857,0,0.972611266728914,1,0,0,29,107.14285714285714,0,0.0012,NA,NA
2020-09-28,harford,24025,251025,3039,18,14.571428571428571,7.17060053779504,5.804771863929318,76,0,0,675,775.4285714285714,0.0296,0.0245,0.8862559241706162,0.8494983277591974
2020-09-28,howard,24027,315327,5082,21,17.285714285714285,6.659753208573957,5.481837675084686,122,0,0.42857142857142855,947,1325.2857142857142,0.0285,0.0184,0.652317880794702,0.5133333333333333
2020-09-28,kent,24029,19593,304,0,1.1428571428571428,0,5.832986999730224,24,0,0,94,84,0,0.0178,0.8088235294117647,NA
2020-09-28,montgomery,24031,1040133,22421,61,77.71428571428571,5.864634618842014,7.4715719734193335,847,3,1.2857142857142858,3383,3952.5714285714284,0.0242,0.024700000000000003,0.7803406084656085,0.5383700178465199
2020-09-28,prince_georges,24033,906202,29305,95,96.57142857142857,10.48331387483144,10.65672207426474,828,1,1.7142857142857142,2571,3480,0.0447,0.0387,0.7149414734909342,0.6994740796393689
2020-09-28,queen_annes,24035,49355,662,3,3.4285714285714284,6.078411508459123,6.946756009667569,26,0,0,107,120.28571428571429,0.0374,0.039,NA,NA
2020-09-28,somerset,24039,25737,278,2,4.571428571428571,7.770913470878502,17.762087933436575,5,0,0.14285714285714285,30,150.42857142857142,0.0333,0.04769999999999999,NA,NA
2020-09-28,st_marys,24037,111531,1302,11,6.428571428571429,9.862728748061077,5.7639323852304996,57,0,0,290,362.85714285714283,0.0379,0.0197,0.6931623931623931,0.4444444444444444
2020-09-28,talbot,24041,37211,565,6,3.2857142857142856,16.12426433043992,8.82995427619329,6,0,0.14285714285714285,147,179.85714285714286,0.068,0.0278,0.9648093841642228,0.9692307692307692
2020-09-28,washington,24043,149811,1794,7,20,4.672554084813532,13.350154528038662,37,0,0,423,757.2857142857143,0.0213,0.0356,0.9259433962264152,0.6625
2020-09-28,wicomico,24045,102172,1992,17,12.857142857142858,16.63860940375054,12.58382223813066,48,0,0,202,356.7142857142857,0.0891,0.045700000000000005,0.6464183381088825,0.3953488372093023
2020-09-28,worcester,24047,51564,1048,0,6.857142857142857,0,13.298314438644901,27,0,0.14285714285714285,78,154.85714285714286,0.0385,0.062400000000000004,0.8311111111111111,0.675
2020-09-29,allegany,24001,71977,473,9,3.2857142857142856,12.50399433152257,4.564950311508239,23,0,0.14285714285714285,178,512.5714285714286,0.0506,0.0128,0.9446386946386947,0.37142857142857144
2020-09-29,anne_arundel,24003,567696,10073,46,51.42857142857143,8.102928327837434,9.059174528017007,248,0,0.42857142857142855,953,1985.2857142857142,0.0336,0.0297,0.8363747891427694,0.7503782148260213
2020-09-29,baltimore,24005,827625,17939,37,59.42857142857143,4.4706237728439815,7.180615789587244,630,4,1.5714285714285714,1735,3156,0.0213,0.0233,0.8678128202208814,0.779047619047619
2020-09-29,baltimore_city,24510,614700,15606,24,44.857142857142854,3.904343582235237,7.297404076320621,485,0,0.7142857142857143,1750,3381,0.0229,0.0191,0.8188582340159346,0.7915221579961464
2020-09-29,calvert,24009,91082,961,11,6.714285714285714,12.07702948991019,7.371693325010116,28,0,0,119,205,0.0252,0.0274,0.8715415019762845,0.8113207547169812
2020-09-29,caroline,24011,32875,654,2,2.2857142857142856,6.083650190114068,6.952743074416078,7,0,0.2857142857142857,47,134.85714285714286,0.0426,0.0336,NA,NA
2020-09-29,carroll,24013,167522,1957,5,5.714285714285714,2.984682608851375,3.4110658386872856,126,0,0.42857142857142855,349,572.8571428571429,0.020099999999999996,0.0138,0.8576893649579189,0.7
2020-09-29,cecil,24015,102517,1079,11,8.857142857142858,10.72992771930509,8.639682059700203,35,0,0.2857142857142857,159,253.71428571428572,0.0629,0.0358,0.6262254901960785,0.4942528735632184
2020-09-29,charles,24017,157671,2779,9,9,5.708088361207832,5.708088361207832,101,0,0.2857142857142857,355,470.7142857142857,0.0338,0.0235,0.7920685959271169,0.9016393442622951
2020-09-29,dorchester,24019,32261,594,1,2.2857142857142856,3.099717925668764,7.085069544385746,10,0,0,67,155.42857142857142,0.0149,0.0177,NA,NA
2020-09-29,frederick,24021,248472,4073,19,19.285714285714285,7.646736855661804,7.761725379807095,133,1,0.42857142857142855,705,1024,0.0355,0.024399999999999998,0.6151260504201681,0.6
2020-09-29,garrett,24023,29376,74,0,0.2857142857142857,0,0.972611266728914,1,0,0,8,107,0,0.0012,NA,NA
2020-09-29,harford,24025,251025,3045,6,14.285714285714286,2.3902001792650136,5.690952807773842,76,0,0,376,774.7142857142857,0.0213,0.0235,0.8862559241706162,0.8494983277591974
2020-09-29,howard,24027,315327,5098,16,18.571428571428573,5.074097682723014,5.889577667446356,122,0,0.14285714285714285,960,1317.142857142857,0.018799999999999997,0.0197,0.652317880794702,0.5133333333333333
2020-09-29,kent,24029,19593,303,0,1,0,5.103863624763946,24,0,0,16,83.42857142857143,0,0.008199999999999999,0.8088235294117647,NA
2020-09-29,montgomery,24031,1040133,22512,91,82.71428571428571,8.748881152698742,7.952279729062122,848,1,1,3601,4144.142857142857,0.0269,0.0246,0.7803406084656085,0.5383700178465199
2020-09-29,prince_georges,24033,906202,29416,111,100.14285714285714,12.248924632697786,11.050831618431337,828,0,1.4285714285714286,2326,3418.8571428571427,0.058899999999999994,0.0397,0.7149414734909342,0.6994740796393689
2020-09-29,queen_annes,24035,49355,666,4,3.7142857142857144,8.104548677945496,7.5256523438065335,26,0,0,74,117.71428571428571,0.0946,0.048499999999999995,NA,NA
2020-09-29,somerset,24039,25737,276,0,4.571428571428571,0,17.762087933436575,5,0,0.14285714285714285,153,148.42857142857142,0.006500000000000001,0.0471,NA,NA
2020-09-29,st_marys,24037,111531,1306,4,7,3.586446817476755,6.276281930584322,57,0,0,172,359.57142857142856,0.0291,0.021400000000000002,0.6931623931623931,0.4444444444444444
2020-09-29,talbot,24041,37211,565,0,3.142857142857143,0,8.446043220706626,6,0,0.14285714285714285,95,181.28571428571428,0,0.0248,0.9648093841642228,0.9692307692307692
2020-09-29,washington,24043,149811,1811,17,19.285714285714285,11.347631348832863,12.873363294894425,38,1,0.14285714285714285,326,766.1428571428571,0.0583,0.031400000000000004,0.9259433962264152,0.6625
2020-09-29,wicomico,24045,102172,1998,6,12,5.872450377794308,11.744900755588615,48,0,0,291,365,0.0137,0.0438,0.6464183381088825,0.3953488372093023
2020-09-29,worcester,24047,51564,1053,5,6.428571428571429,9.696687611511907,12.467169786229595,27,0,0.14285714285714285,60,157.14285714285714,0.0167,0.042,0.8311111111111111,0.675
2020-09-30,allegany,24001,71977,474,1,2.857142857142857,1.3893327035025076,3.969522010007165,23,0,0.14285714285714285,91,479.42857142857144,0.011000000000000001,0.0096,0.9446386946386947,0.37142857142857144
2020-09-30,anne_arundel,24003,567696,10117,44,51.142857142857146,7.7506270961923285,9.008845780639135,250,2,0.7142857142857143,1421,1938.142857142857,0.0331,0.0301,0.8363747891427694,0.7503782148260213
2020-09-30,baltimore,24005,827625,17994,55,59.285714285714285,6.645521824497811,7.1633546939391985,632,2,1.5714285714285714,2117,3099.5714285714284,0.0231,0.0235,0.8678128202208814,0.779047619047619
2020-09-30,baltimore_city,24510,614700,15629,23,42.857142857142854,3.7416625996421016,6.972042111134352,486,1,0.7142857142857143,2398,3332.285714285714,0.023399999999999997,0.018600000000000002,0.8188582340159346,0.7915221579961464
2020-09-30,calvert,24009,91082,972,11,7.428571428571429,12.07702948991019,8.155916019160129,28,0,0,117,205.85714285714286,0.0342,0.026000000000000002,0.8715415019762845,0.8113207547169812
2020-09-30,caroline,24011,32875,657,3,2.7142857142857144,9.125475285171103,8.256382400869093,7,0,0.2857142857142857,50,118.28571428571429,0.1,0.0458,NA,NA
2020-09-30,carroll,24013,167522,1965,8,6.428571428571429,4.7754921741622,3.8374490685231963,126,0,0.2857142857142857,281,562.2857142857143,0.024900000000000002,0.0154,0.8576893649579189,0.7
2020-09-30,cecil,24015,102517,1085,6,8.571428571428571,5.852687846893685,8.360982638419552,35,0,0.2857142857142857,80,251.14285714285714,0.05,0.035699999999999996,0.6262254901960785,0.4942528735632184
2020-09-30,charles,24017,157671,2798,19,10.428571428571429,12.050408762549866,6.614134132828122,101,0,0.2857142857142857,378,457.7142857142857,0.0556,0.0281,0.7920685959271169,0.9016393442622951
2020-09-30,dorchester,24019,32261,594,0,2.2857142857142856,0,7.085069544385746,10,0,0,32,148.85714285714286,0.0313,0.0241,NA,NA
2020-09-30,frederick,24021,248472,4088,15,18.571428571428573,6.03689751762774,7.4742540694438695,133,0,0.2857142857142857,793,978.4285714285714,0.0265,0.024900000000000002,0.6151260504201681,0.6
2020-09-30,garrett,24023,29376,74,0,0.2857142857142857,0,0.972611266728914,1,0,0,26,107.14285714285714,0,0.0012,NA,NA
2020-09-30,harford,24025,251025,3060,15,16.428571428571427,5.975500448162534,6.5445957289399175,76,0,0,614,765,0.0375,0.0269,0.8862559241706162,0.8494983277591974
2020-09-30,howard,24027,315327,5120,22,19.571428571428573,6.976884313744145,6.206708772616545,122,0,0,956,1303.7142857142858,0.029300000000000003,0.021099999999999997,0.652317880794702,0.5133333333333333
2020-09-30,kent,24029,19593,305,2,1.1428571428571428,10.207727249527892,5.832986999730224,24,0,0,84,90.85714285714286,0.023799999999999998,0.0116,0.8088235294117647,NA
2020-09-30,montgomery,24031,1040133,22584,72,83.14285714285714,6.922191681256147,7.993483250974361,849,1,1.1428571428571428,3114,4106,0.0337,0.0259,0.7803406084656085,0.5383700178465199
2020-09-30,prince_georges,24033,906202,29494,78,101.42857142857143,8.607352444598444,11.19271105433131,828,0,1,2622,3455,0.0481,0.040999999999999995,0.7149414734909342,0.6994740796393689
2020-09-30,queen_annes,24035,49355,666,0,3,0,6.078411508459123,26,0,0,102,122,0,0.0387,NA,NA
2020-09-30,somerset,24039,25737,277,1,4,3.885456735439251,15.541826941757003,5,0,0.14285714285714285,32,147.42857142857142,0.0313,0.0296,NA,NA
2020-09-30,st_marys,24037,111531,1310,4,7.285714285714286,3.586446817476755,6.532456703261233,57,0,0,266,372.57142857142856,0.0226,0.0231,0.6931623931623931,0.4444444444444444
2020-09-30,talbot,24041,37211,568,3,3.5714285714285716,8.06213216521996,9.59777638716662,6,0,0,71,174.42857142857142,0.0986,0.038900000000000004,0.9648093841642228,0.9692307692307692
2020-09-30,washington,24043,149811,1827,16,19.428571428571427,10.68012362243093,12.968721541523271,39,1,0.2857142857142857,523,765.8571428571429,0.04019999999999999,0.0316,0.9259433962264152,0.6625
2020-09-30,wicomico,24045,102172,2009,11,12.857142857142858,10.766159025956231,12.58382223813066,48,0,0,347,359.57142857142856,0.0375,0.0464,0.6464183381088825,0.3953488372093023
2020-09-30,worcester,24047,51564,1058,5,5.714285714285714,9.696687611511907,11.081928698870751,27,0,0.14285714285714285,224,170.28571428571428,0.0313,0.0362,0.8311111111111111,0.675
2020-10-01,allegany,24001,71977,484,10,3.5714285714285716,13.893327035025077,4.961902512508956,23,0,0.14285714285714285,135,437.42857142857144,0.0296,0.013300000000000001,0.9446386946386947,0.37142857142857144
2020-10-01,anne_arundel,24003,567696,10186,69,53.42857142857143,12.154392491756152,9.411475759662112,251,1,0.7142857142857143,1853,1911.7142857142858,0.0405,0.0326,0.8363747891427694,0.7503782148260213
